CUSTGROUP,customer_name,Month,Year,Qty,Sales
CLINIC-SP,CUST-5010001,Jan,2023,9,305
GROUP-GP,CUST-5020000,Jan,2023,2,191
CLINIC-SP,CUST-5030000,Jan,2023,1,274
CLINIC-SP,CUST-5040001,Jan,2023,0,0
CLINIC-GP,CUST-5050000,Jan,2023,6,552
CLINIC-SP,CUST-5060000,Jan,2023,0,0
CLINIC-SP,CUST-5070000,Jan,2023,8,406
GROUP-GP,CUST-5080000,Jan,2023,12,843
CLINIC-SP,CUST-5090000,Jan,2023,2,531
GROUP-GP,CUST-5100001,Jan,2023,3,210
CLINIC-SP,CUST-5110001,Jan,2023,0,0
CLINIC-SP,CUST-5120000,Jan,2023,1,68
CLINIC-SP,CUST-5130000,Jan,2023,0,0
CLINIC-SP,CUST-5140000,Jan,2023,8,278
CLINIC-SP,CUST-5150001,Jan,2023,2,107
CLINIC-SP,CUST-5160001,Jan,2023,0,0
CLINIC-SP,CUST-5170000,Jan,2023,4,802
CLINIC-SP,CUST-5180001,Jan,2023,9,1035
CLINIC-GP,CUST-5190001,Jan,2023,24,633
CLINIC-GP,CUST-5200000,Jan,2023,11,602
CLINIC-GP,CUST-5210001,Jan,2023,2,71
CLINIC-GP,CUST-5220001,Jan,2023,7,623
CLINIC-SP,CUST-5230001,Jan,2023,13,309
CLINIC-GP,CUST-5240000,Jan,2023,3,283
CLINIC-SP,CUST-5250000,Jan,2023,0,0
CLINIC-GP,CUST-5260000,Jan,2023,12,459
CLINIC-SP,CUST-5270000,Jan,2023,6,506
CLINIC-GP,CUST-5280000,Jan,2023,10,736
CLINIC-GP,CUST-5290001,Jan,2023,0,0
CLINIC-GP,CUST-5300001,Jan,2023,3,152
CLINIC-SP,CUST-5310001,Jan,2023,12,339
CLINIC-SP,CUST-5320001,Jan,2023,3,199
CLINIC-GP,CUST-5330001,Jan,2023,15,723
CLINIC-SP,CUST-5340000,Jan,2023,2,94
CLINIC-GP,CUST-5350001,Jan,2023,0,146
CLINIC-SP,CUST-5360000,Jan,2023,0,0
CLINIC-SP,CUST-5370000,Jan,2023,16,781
CLINIC-GP,CUST-5380001,Jan,2023,14,608
CLINIC-SP,CUST-5390000,Jan,2023,7,499
CLINIC-GP,CUST-5400000,Jan,2023,8,462
GROUP-GP,CUST-5410000,Jan,2023,16,866
CLINIC-DEN,CUST-5420000,Jan,2023,0,0
CLINIC-SP,CUST-5430001,Jan,2023,1,45
CLINIC-SP,CUST-5440000,Jan,2023,3,395
CLINIC-GP,CUST-5450000,Jan,2023,10,593
CLINIC-GP,CUST-5460000,Jan,2023,8,296
CLINIC-SP,CUST-5470001,Jan,2023,10,498
CLINIC-GP,CUST-5480000,Jan,2023,11,850
CLINIC-GP,CUST-5490000,Jan,2023,3,153
CLINIC-GP,CUST-5500001,Jan,2023,9,515
CLINIC-GP,CUST-5510000,Jan,2023,13,617
GROUP-GP,CUST-5520001,Jan,2023,66,2989
CLINIC-GP,CUST-5530001,Jan,2023,13,986
CLINIC-GP,CUST-5540001,Jan,2023,19,571
CLINIC-SP,CUST-5550001,Jan,2023,7,219
CLINIC-SP,CUST-5560001,Jan,2023,2,226
CLINIC-SP,CUST-5570001,Jan,2023,6,351
CLINIC-SP,CUST-5580000,Jan,2023,2,61
OTHERS,CUST-5590001,Jan,2023,0,0
PH-RETAILS,CUST-5600001,Jan,2023,27,789
CLINIC-SP,CUST-5610001,Jan,2023,0,0
CLINIC-GP,CUST-5620000,Jan,2023,4,339
CLINIC-GP,CUST-5630000,Jan,2023,10,2183
CLINIC-SP,CUST-5640000,Jan,2023,3,411
CLINIC-GP,CUST-5650000,Jan,2023,31,1727
CLINIC-GP,CUST-5660000,Jan,2023,7,322
CLINIC-GP,CUST-5670000,Jan,2023,1,68
CLINIC-SP,CUST-5680000,Jan,2023,0,0
CLINIC-GP,CUST-5690000,Jan,2023,1,176
CLINIC-GP,CUST-5700001,Jan,2023,15,590
CLINIC-GP,CUST-5710000,Jan,2023,7,169
CLINIC-SP,CUST-5720000,Jan,2023,6,247
CLINIC-GP,CUST-5730000,Jan,2023,10,816
CLINIC-SP,CUST-5740000,Jan,2023,6,255
CLINIC-GP,CUST-5750000,Jan,2023,1,30
CLINIC-SP,CUST-5760001,Jan,2023,1,63
CLINIC-SP,CUST-5770001,Jan,2023,3,122
CLINIC-SP,CUST-5780000,Jan,2023,6,150
CLINIC-SP,CUST-5790000,Jan,2023,4,772
CLINIC-GP,CUST-5800001,Jan,2023,3,107
CLINIC-SP,CUST-5810001,Jan,2023,6,444
CLINIC-GP,CUST-5820001,Jan,2023,2,294
OTHERS,CUST-5830001,Jan,2023,2,68
CLINIC-SP,CUST-5840001,Jan,2023,26,2085
GROUP-GP,CUST-5850000,Jan,2023,1,127
CLINIC-SP,CUST-5860000,Jan,2023,5,464
CLINIC-GP,CUST-5870001,Jan,2023,2,429
CLINIC-DEN,CUST-5880001,Jan,2023,0,0
GROUP-GP,CUST-5890000,Jan,2023,3,97
CLINIC-SP,CUST-5900000,Jan,2023,0,0
GROUP-GP,CUST-5910000,Jan,2023,8,343
CLINIC-SP,CUST-5920001,Jan,2023,10,144
CLINIC-GP,CUST-5930001,Jan,2023,0,0
CLINIC-GP,CUST-5940000,Jan,2023,6,735
GROUP-GP,CUST-5950000,Jan,2023,32,1462
CLINIC-GP,CUST-5960001,Jan,2023,11,382
CLINIC-SP,CUST-5970001,Jan,2023,6,303
CLINIC-GP,CUST-5980000,Jan,2023,23,1475
CLINIC-GP,CUST-5990001,Jan,2023,1,193
CLINIC-GP,CUST-6000001,Jan,2023,13,716
CLINIC-GP,CUST-6010000,Jan,2023,9,425
CLINIC-SP,CUST-6020000,Jan,2023,2,359
CLINIC-GP,CUST-6030000,Jan,2023,3,424
CLINIC-SP,CUST-6040001,Jan,2023,7,275
CLINIC-SP,CUST-6050001,Jan,2023,13,547
CLINIC-GP,CUST-6060000,Jan,2023,1,105
CLINIC-GP,CUST-6070000,Jan,2023,1,116
GROUP-GP,CUST-6080000,Jan,2023,13,410
CLINIC-SP,CUST-6090000,Jan,2023,0,86
CLINIC-GP,CUST-6100000,Jan,2023,3,447
CLINIC-GP,CUST-6110000,Jan,2023,7,232
CLINIC-GP,CUST-6120001,Jan,2023,6,249
CLINIC-GP,CUST-6130001,Jan,2023,2,52
CLINIC-GP,CUST-6140001,Jan,2023,0,55
CLINIC-GP,CUST-6150001,Jan,2023,7,244
HOSP-PTE,CUST-6160000,Jan,2023,3,208
CLINIC-SP,CUST-6170000,Jan,2023,5,576
CLINIC-GP,CUST-6180000,Jan,2023,10,58
GROUP-GP,CUST-6190001,Jan,2023,30,2700
CLINIC-GP,CUST-6200000,Jan,2023,10,481
CLINIC-SP,CUST-6210000,Jan,2023,3,145
CLINIC-GP,CUST-6220001,Jan,2023,5,396
CLINIC-GP,CUST-6230001,Jan,2023,2,131
CLINIC-SP,CUST-6240001,Jan,2023,3,303
CLINIC-GP,CUST-6250000,Jan,2023,15,219
CLINIC-SP,CUST-6260000,Jan,2023,1,148
CLINIC-SP,CUST-6270001,Jan,2023,9,567
CLINIC-SP,CUST-6280000,Jan,2023,2,275
CLINIC-SP,CUST-6290001,Jan,2023,17,352
CLINIC-SP,CUST-6300001,Jan,2023,7,322
CLINIC-GP,CUST-6310001,Jan,2023,10,390
GROUP-GP,CUST-6320001,Jan,2023,5,302
CLINIC-GP,CUST-6330000,Jan,2023,4,416
GROUP-GP,CUST-6340001,Jan,2023,10,475
CLINIC-GP,CUST-6350000,Jan,2023,6,491
CLINIC-SP,CUST-6360001,Jan,2023,6,453
CLINIC-GP,CUST-6370001,Jan,2023,3,261
GROUP-GP,CUST-6380001,Jan,2023,6,505
CLINIC-SP,CUST-6390000,Jan,2023,0,91
GROUP-GP,CUST-6400001,Jan,2023,0,53
CLINIC-GP,CUST-6410001,Jan,2023,1,161
CLINIC-GP,CUST-6420000,Jan,2023,5,400
CLINIC-GP,CUST-6430000,Jan,2023,0,0
CLINIC-SP,CUST-6440000,Jan,2023,4,124
SUPERMARKET,CUST-6450000,Jan,2023,9,230
CLINIC-GP,CUST-6460000,Jan,2023,7,323
CLINIC-SP,CUST-6470000,Jan,2023,9,180
CLINIC-GP,CUST-6480001,Jan,2023,3,236
CLINIC-SP,CUST-6490000,Jan,2023,2,221
CLINIC-SP,CUST-6500000,Jan,2023,6,732
CLINIC-SP,CUST-6510000,Jan,2023,9,193
CLINIC-SP,CUST-6520000,Jan,2023,1,126
CLINIC-SP,CUST-6530001,Jan,2023,2,167
CLINIC-GP,CUST-6540000,Jan,2023,8,541
CLINIC-SP,CUST-6550001,Jan,2023,15,780
CLINIC-SP,CUST-6560001,Jan,2023,7,311
CLINIC-SP,CUST-6570000,Jan,2023,4,234
CLINIC-GP,CUST-6580001,Jan,2023,6,342
CLINIC-GP,CUST-6590000,Jan,2023,12,252
CLINIC-SP,CUST-6600001,Jan,2023,1,162
CLINIC-GP,CUST-6610000,Jan,2023,4,588
CLINIC-SP,CUST-6620001,Jan,2023,0,0
GROUP-GP,CUST-6630000,Jan,2023,20,912
CLINIC-GP,CUST-6640000,Jan,2023,9,919
CLINIC-SP,CUST-6650001,Jan,2023,0,0
CLINIC-SP,CUST-6660000,Jan,2023,2,59
GROUP-GP,CUST-6670001,Jan,2023,2,320
CLINIC-GP,CUST-6680001,Jan,2023,13,474
CLINIC-GP,CUST-6690000,Jan,2023,2,199
CLINIC-GP,CUST-6700000,Jan,2023,0,0
CLINIC-SP,CUST-6710001,Jan,2023,15,598
CLINIC-GP,CUST-6720001,Jan,2023,4,100
CLINIC-GP,CUST-6730000,Jan,2023,9,593
CLINIC-GP,CUST-6740001,Jan,2023,14,617
CLINIC-SP,CUST-6750000,Jan,2023,5,22
CLINIC-GP,CUST-6760000,Jan,2023,5,338
GROUP-GP,CUST-6770001,Jan,2023,6,267
CLINIC-GP,CUST-6780000,Jan,2023,13,530
CLINIC-GP,CUST-6790001,Jan,2023,0,0
CLINIC-GP,CUST-6800001,Jan,2023,3,209
CLINIC-GP,CUST-6810000,Jan,2023,4,313
GROUP-GP,CUST-6820001,Jan,2023,3,345
CLINIC-DEN,CUST-6830001,Jan,2023,1,124
CLINIC-SP,CUST-6840000,Jan,2023,0,0
GROUP-GP,CUST-6850001,Jan,2023,4,603
GROUP-GP,CUST-6860000,Jan,2023,3,209
CLINIC-GP,CUST-6870001,Jan,2023,0,0
CLINIC-SP,CUST-6880001,Jan,2023,0,0
CLINIC-SP,CUST-6890001,Jan,2023,4,181
CLINIC-GP,CUST-6900001,Jan,2023,0,0
CLINIC-GP,CUST-6910001,Jan,2023,0,0
CLINIC-SP,CUST-6920001,Jan,2023,0,0
CLINIC-GP,CUST-6930001,Jan,2023,2,520
CLINIC-SP,CUST-6940000,Jan,2023,4,300
CLINIC-SP,CUST-6950000,Jan,2023,1,237
CLINIC-SP,CUST-6960000,Jan,2023,11,624
CLINIC-SP,CUST-6970001,Jan,2023,8,266
CLINIC-SP,CUST-6980001,Jan,2023,6,482
OTHERS,CUST-6990001,Jan,2023,8,243
CLINIC-SP,CUST-7000001,Jan,2023,0,0
CLINIC-SP,CUST-7010001,Jan,2023,0,0
CLINIC-GP,CUST-7020000,Jan,2023,1,97
CLINIC-SP,CUST-7030001,Jan,2023,2,188
GROUP-GP,CUST-7040001,Jan,2023,3,276
CLINIC-SP,CUST-7050000,Jan,2023,1,141
CLINIC-SP,CUST-7060000,Jan,2023,16,417
GROUP-GP,CUST-7070000,Jan,2023,8,1028
CLINIC-SP,CUST-7080001,Jan,2023,0,0
CLINIC-SP,CUST-7090001,Jan,2023,2,118
CLINIC-SP,CUST-7100000,Jan,2023,1,54
CLINIC-SP,CUST-7110001,Jan,2023,1,149
OTHERS,CUST-7120000,Jan,2023,4,116
CLINIC-DEN,CUST-7130001,Jan,2023,0,0
CLINIC-GP,CUST-7140000,Jan,2023,8,579
CLINIC-SP,CUST-7150001,Jan,2023,0,0
GROUP-GP,CUST-7160001,Jan,2023,2,174
CLINIC-SP,CUST-7170000,Jan,2023,1,157
CLINIC-SP,CUST-7180000,Jan,2023,0,0
CLINIC-SP,CUST-7190001,Jan,2023,16,559
CLINIC-SP,CUST-7200001,Jan,2023,5,125
CLINIC-GP,CUST-7210001,Jan,2023,4,250
CLINIC-SP,CUST-7220001,Jan,2023,0,66
CLINIC-GP,CUST-7230000,Jan,2023,0,0
CLINIC-GP,CUST-7240001,Jan,2023,3,170
PH-RETAILS,CUST-7250001,Jan,2023,19,788
CLINIC-DEN,CUST-7260000,Jan,2023,13,204
CLINIC-GP,CUST-7270001,Jan,2023,3,304
CLINIC-SP,CUST-7280001,Jan,2023,0,0
CLINIC-GP,CUST-7290000,Jan,2023,6,280
CLINIC-SP,CUST-7300001,Jan,2023,12,472
CLINIC-SP,CUST-7310001,Jan,2023,5,176
CLINIC-SP,CUST-7320000,Jan,2023,8,198
CLINIC-SP,CUST-7330000,Jan,2023,6,247
CLINIC-SP,CUST-7340000,Jan,2023,4,86
CLINIC-GP,CUST-7350001,Jan,2023,23,700
CLINIC-GP,CUST-7360001,Jan,2023,0,0
CLINIC-SP,CUST-7370000,Jan,2023,9,402
CLINIC-SP,CUST-7380001,Jan,2023,1,166
CLINIC-SP,CUST-7390001,Jan,2023,21,440
CLINIC-SP,CUST-7400001,Jan,2023,0,0
CLINIC-GP,CUST-7410001,Jan,2023,3,229
CLINIC-GP,CUST-7420000,Jan,2023,5,307
CLINIC-SP,CUST-7430000,Jan,2023,11,541
CLINIC-GP,CUST-7440000,Jan,2023,4,205
CLINIC-SP,CUST-7450001,Jan,2023,0,0
CLINIC-GP,CUST-7460000,Jan,2023,2,66
CLINIC-GP,CUST-7470000,Jan,2023,2,82
CLINIC-SP,CUST-7480000,Jan,2023,7,220
CLINIC-SP,CUST-7490000,Jan,2023,0,0
CLINIC-GP,CUST-7500001,Jan,2023,16,376
CLINIC-GP,CUST-7510000,Jan,2023,8,147
CLINIC-GP,CUST-7520000,Jan,2023,7,146
GROUP-GP,CUST-7530000,Jan,2023,0,0
CLINIC-SP,CUST-7540001,Jan,2023,1,194
CLINIC-GP,CUST-7550000,Jan,2023,7,116
OTHERS,CUST-7560001,Jan,2023,0,0
CLINIC-SP,CUST-7570000,Jan,2023,0,0
CLINIC-SP,CUST-7580001,Jan,2023,1,41
CLINIC-SP,CUST-7590001,Jan,2023,6,160
CLINIC-GP,CUST-7600001,Jan,2023,17,527
CLINIC-GP,CUST-7610000,Jan,2023,70,3343
CLINIC-SP,CUST-7620000,Jan,2023,0,0
CLINIC-SP,CUST-7630000,Jan,2023,3,183
CLINIC-SP,CUST-7640001,Jan,2023,8,216
CLINIC-GP,CUST-7650001,Jan,2023,6,406
CLINIC-SP,CUST-7660000,Jan,2023,4,393
CLINIC-GP,CUST-7670001,Jan,2023,9,561
CLINIC-SP,CUST-7680000,Jan,2023,1,261
CLINIC-GP,CUST-7690000,Jan,2023,3,62
CLINIC-SP,CUST-7700001,Jan,2023,0,0
CLINIC-GP,CUST-7710001,Jan,2023,0,0
CLINIC-SP,CUST-7720001,Jan,2023,5,437
CLINIC-SP,CUST-7730001,Jan,2023,4,164
PH-RETAILS,CUST-7740001,Jan,2023,6,589
CLINIC-SP,CUST-7750001,Jan,2023,59,579
CLINIC-SP,CUST-7760000,Jan,2023,3,386
CLINIC-GP,CUST-7770000,Jan,2023,5,225
CLINIC-SP,CUST-7780001,Jan,2023,0,0
GROUP-GP,CUST-7790001,Jan,2023,2,94
CLINIC-SP,CUST-7800001,Jan,2023,2,62
CLINIC-SP,CUST-7810001,Jan,2023,7,223
CLINIC-SP,CUST-7820000,Jan,2023,7,136
CLINIC-SP,CUST-7830001,Jan,2023,0,0
CLINIC-SP,CUST-7840000,Jan,2023,12,202
PH-RETAILS,CUST-7850000,Jan,2023,5,343
CLINIC-GP,CUST-7860000,Jan,2023,3,423
CLINIC-GP,CUST-7870001,Jan,2023,13,358
CLINIC-SP,CUST-7880001,Jan,2023,0,0
CLINIC-SP,CUST-7890000,Jan,2023,8,422
GROUP-GP,CUST-7900000,Jan,2023,6,111
GROUP-GP,CUST-7910001,Jan,2023,1,89
CLINIC-SP,CUST-7920000,Jan,2023,0,0
CLINIC-SP,CUST-7930001,Jan,2023,0,0
CLINIC-GP,CUST-7940001,Jan,2023,8,276
GROUP-GP,CUST-7950001,Jan,2023,5,240
CLINIC-SP,CUST-7960001,Jan,2023,0,91
CLINIC-SP,CUST-7970000,Jan,2023,4,391
CLINIC-SP,CUST-7980001,Jan,2023,2,413
CLINIC-SP,CUST-7990001,Jan,2023,6,248
CLINIC-GP,CUST-8000001,Jan,2023,1,45
GROUP-GP,CUST-8010000,Jan,2023,1,173
CLINIC-GP,CUST-8020001,Jan,2023,2,66
CLINIC-SP,CUST-8030000,Jan,2023,0,0
CLINIC-SP,CUST-8040000,Jan,2023,0,0
CLINIC-SP,CUST-8050001,Jan,2023,0,0
CLINIC-SP,CUST-8060001,Jan,2023,1,62
CLINIC-SP,CUST-8070000,Jan,2023,2,45
CLINIC-GP,CUST-8080000,Jan,2023,0,0
GROUP-GP,CUST-8090000,Jan,2023,3,202
CLINIC-GP,CUST-8100000,Jan,2023,3,154
CLINIC-SP,CUST-8110000,Jan,2023,1,194
CLINIC-GP,CUST-8120000,Jan,2023,1,162
CLINIC-SP,CUST-8130000,Jan,2023,1,81
CLINIC-SP,CUST-8140000,Jan,2023,0,0
CLINIC-SP,CUST-8150001,Jan,2023,1,9
CLINIC-SP,CUST-8160001,Jan,2023,2,189
CLINIC-GP,CUST-8170001,Jan,2023,7,128
CLINIC-GP,CUST-8180001,Jan,2023,0,0
OTHERS,CUST-8190001,Jan,2023,0,0
CLINIC-GP,CUST-8200001,Jan,2023,0,0
CLINIC-GP,CUST-8210001,Jan,2023,3,195
CLINIC-GP,CUST-8220000,Jan,2023,4,137
CLINIC-GP,CUST-8230000,Jan,2023,1,42
CLINIC-SP,CUST-8240000,Jan,2023,8,222
CLINIC-SP,CUST-8250000,Jan,2023,2,47
CLINIC-GP,CUST-8260001,Jan,2023,22,319
CLINIC-GP,CUST-8270000,Jan,2023,7,149
CLINIC-GP,CUST-8280000,Jan,2023,2,236
CLINIC-GP,CUST-8290001,Jan,2023,3,80
CLINIC-SP,CUST-8300001,Jan,2023,15,320
CLINIC-SP,CUST-8310001,Jan,2023,5,107
CLINIC-GP,CUST-8320001,Jan,2023,0,44
GROUP-GP,CUST-8330000,Jan,2023,4,229
CLINIC-GP,CUST-8340001,Jan,2023,4,399
CLINIC-GP,CUST-8350001,Jan,2023,3,337
CLINIC-SP,CUST-8360001,Jan,2023,3,150
CLINIC-GP,CUST-8370000,Jan,2023,3,222
CLINIC-GP,CUST-8380001,Jan,2023,18,400
CLINIC-SP,CUST-8390000,Jan,2023,7,447
CLINIC-GP,CUST-8400001,Jan,2023,6,137
CLINIC-SP,CUST-8410000,Jan,2023,14,803
CLINIC-GP,CUST-8420000,Jan,2023,17,644
CLINIC-SP,CUST-8430000,Jan,2023,0,0
CLINIC-SP,CUST-8440000,Jan,2023,6,354
CLINIC-SP,CUST-8450000,Jan,2023,1,303
CLINIC-SP,CUST-8460000,Jan,2023,1,84
CLINIC-SP,CUST-8470001,Jan,2023,2,72
GROUP-GP,CUST-8480000,Jan,2023,8,426
CLINIC-GP,CUST-8490000,Jan,2023,3,147
CLINIC-GP,CUST-8500001,Jan,2023,3,217
CLINIC-SP,CUST-8510000,Jan,2023,0,0
GROUP-GP,CUST-8520001,Jan,2023,15,620
CLINIC-SP,CUST-8530000,Jan,2023,0,0
CLINIC-GP,CUST-8540000,Jan,2023,11,383
CLINIC-SP,CUST-8550000,Jan,2023,0,0
CLINIC-SP,CUST-8560000,Jan,2023,8,359
CLINIC-SP,CUST-8570000,Jan,2023,1,54
CLINIC-SP,CUST-8580000,Jan,2023,3,973
CLINIC-SP,CUST-8590001,Jan,2023,0,0
CLINIC-SP,CUST-8600001,Jan,2023,19,464
CLINIC-GP,CUST-8610000,Jan,2023,0,0
CLINIC-SP,CUST-8620000,Jan,2023,4,354
CLINIC-GP,CUST-8630000,Jan,2023,0,0
CLINIC-SP,CUST-8640000,Jan,2023,3,407
CLINIC-GP,CUST-8650000,Jan,2023,12,332
CLINIC-SP,CUST-8660000,Jan,2023,6,221
CLINIC-SP,CUST-8670001,Jan,2023,4,247
CLINIC-SP,CUST-8680001,Jan,2023,3,483
CLINIC-SP,CUST-8690000,Jan,2023,4,556
CLINIC-SP,CUST-8700000,Jan,2023,0,0
CLINIC-GP,CUST-8710001,Jan,2023,13,608
CLINIC-GP,CUST-8720001,Jan,2023,13,581
CLINIC-GP,CUST-8730000,Jan,2023,7,427
CLINIC-SP,CUST-8740001,Jan,2023,10,330
CLINIC-SP,CUST-8750000,Jan,2023,4,235
CLINIC-GP,CUST-8760000,Jan,2023,6,356
CLINIC-SP,CUST-8770001,Jan,2023,4,294
CLINIC-SP,CUST-8780000,Jan,2023,2,153
GROUP-GP,CUST-8790001,Jan,2023,4,422
CLINIC-GP,CUST-8800000,Jan,2023,11,490
CLINIC-GP,CUST-8810001,Jan,2023,1,40
GROUP-GP,CUST-8820000,Jan,2023,1,93
CLINIC-GP,CUST-8830000,Jan,2023,2,417
CLINIC-SP,CUST-8840000,Jan,2023,3,262
CLINIC-GP,CUST-8850000,Jan,2023,13,392
CLINIC-GP,CUST-8860000,Jan,2023,3,106
CLINIC-GP,CUST-8870000,Jan,2023,5,180
CLINIC-GP,CUST-8880000,Jan,2023,0,0
CLINIC-SP,CUST-8890001,Jan,2023,0,0
CLINIC-GP,CUST-8900001,Jan,2023,7,464
CLINIC-GP,CUST-8910000,Jan,2023,7,372
CLINIC-GP,CUST-8920000,Jan,2023,0,0
CLINIC-SP,CUST-8930000,Jan,2023,8,297
CLINIC-GP,CUST-8940000,Jan,2023,0,0
CLINIC-GP,CUST-8950001,Jan,2023,7,221
CLINIC-GP,CUST-8960000,Jan,2023,4,165
CLINIC-SP,CUST-8970001,Jan,2023,0,0
CLINIC-DEN,CUST-8980000,Jan,2023,1,135
GROUP-GP,CUST-8990000,Jan,2023,6,388
CLINIC-SP,CUST-9000000,Jan,2023,1,68
CLINIC-SP,CUST-9010000,Jan,2023,3,157
CLINIC-SP,CUST-9020001,Jan,2023,12,383
CLINIC-SP,CUST-9030001,Jan,2023,0,0
CLINIC-SP,CUST-9040000,Jan,2023,2,203
GROUP-GP,CUST-9050001,Jan,2023,14,647
CLINIC-GP,CUST-9060001,Jan,2023,0,0
CLINIC-SP,CUST-9070000,Jan,2023,3,144
CLINIC-GP,CUST-9080000,Jan,2023,5,303
CLINIC-GP,CUST-9090001,Jan,2023,2,73
CLINIC-GP,CUST-9100000,Jan,2023,6,316
CLINIC-GP,CUST-9110001,Jan,2023,0,0
CLINIC-SP,CUST-9120001,Jan,2023,10,260
CLINIC-GP,CUST-9130000,Jan,2023,0,0
CLINIC-SP,CUST-9140001,Jan,2023,42,940
CLINIC-SP,CUST-9150001,Jan,2023,7,215
CLINIC-SP,CUST-9160001,Jan,2023,0,0
CLINIC-SP,CUST-9170001,Jan,2023,6,1014
CLINIC-GP,CUST-9180001,Jan,2023,1,40
CLINIC-SP,CUST-9190000,Jan,2023,5,336
CLINIC-GP,CUST-9200001,Jan,2023,4,172
CLINIC-GP,CUST-9210000,Jan,2023,2,261
CLINIC-GP,CUST-9220000,Jan,2023,4,200
CLINIC-GP,CUST-9230000,Jan,2023,3,96
GROUP-GP,CUST-9240001,Jan,2023,12,935
CLINIC-SP,CUST-9250000,Jan,2023,1,43
CLINIC-SP,CUST-9260001,Jan,2023,0,0
CLINIC-GP,CUST-9270000,Jan,2023,4,177
CLINIC-GP,CUST-9280001,Jan,2023,0,0
OTHERS,CUST-9290001,Jan,2023,6,236
GROUP-GP,CUST-9300001,Jan,2023,4,416
CLINIC-GP,CUST-9310000,Jan,2023,2,191
GROUP-GP,CUST-9320000,Jan,2023,6,192
CLINIC-GP,CUST-9330001,Jan,2023,1,77
CLINIC-DEN,CUST-9340001,Jan,2023,0,0
CLINIC-GP,CUST-9350000,Jan,2023,5,139
CLINIC-GP,CUST-9360001,Jan,2023,6,412
CLINIC-SP,CUST-9370001,Jan,2023,1,47
CLINIC-SP,CUST-9380001,Jan,2023,0,0
CLINIC-GP,CUST-9390001,Jan,2023,5,390
CLINIC-GP,CUST-9400001,Jan,2023,6,188
CLINIC-SP,CUST-9410000,Jan,2023,2,56
CLINIC-GP,CUST-9420000,Jan,2023,5,545
CLINIC-GP,CUST-9430001,Jan,2023,3,193
CLINIC-GP,CUST-9440000,Jan,2023,3,93
GROUP-GP,CUST-9450000,Jan,2023,2,150
CLINIC-SP,CUST-9460001,Jan,2023,1,40
CLINIC-GP,CUST-9470001,Jan,2023,6,401
CLINIC-SP,CUST-9480001,Jan,2023,0,0
CLINIC-SP,CUST-9490000,Jan,2023,5,118
CLINIC-SP,CUST-9500001,Jan,2023,0,0
CLINIC-SP,CUST-9510001,Jan,2023,8,481
CLINIC-SP,CUST-9520001,Jan,2023,0,126
CLINIC-GP,CUST-9530000,Jan,2023,0,0
CLINIC-SP,CUST-9540001,Jan,2023,0,0
CLINIC-SP,CUST-9550001,Jan,2023,3,304
CLINIC-DEN,CUST-9560000,Jan,2023,5,248
CLINIC-SP,CUST-9570000,Jan,2023,2,343
CLINIC-SP,CUST-9580000,Jan,2023,7,333
CLINIC-SP,CUST-9590001,Jan,2023,2,51
CLINIC-SP,CUST-9600001,Jan,2023,0,0
OTHERS,CUST-9610001,Jan,2023,0,0
OTHERS,CUST-9620000,Jan,2023,0,0
CLINIC-GP,CUST-9630000,Jan,2023,17,1122
CLINIC-GP,CUST-9640000,Jan,2023,9,262
CLINIC-SP,CUST-9650000,Jan,2023,2,69
CLINIC-GP,CUST-9660001,Jan,2023,1,106
GROUP-GP,CUST-9670000,Jan,2023,0,0
CLINIC-SP,CUST-9680001,Jan,2023,0,0
CLINIC-GP,CUST-9690000,Jan,2023,2,92
CLINIC-SP,CUST-9700000,Jan,2023,14,253
GROUP-GP,CUST-9710001,Jan,2023,4,232
CLINIC-SP,CUST-9720001,Jan,2023,25,757
CLINIC-DEN,CUST-9730000,Jan,2023,0,0
GROUP-GP,CUST-9740001,Jan,2023,21,648
CLINIC-SP,CUST-9750001,Jan,2023,0,0
CLINIC-GP,CUST-9760001,Jan,2023,6,298
CLINIC-SP,CUST-9770001,Jan,2023,0,0
CLINIC-SP,CUST-9780001,Jan,2023,6,494
CLINIC-GP,CUST-9790001,Jan,2023,2,52
CLINIC-SP,CUST-9800001,Jan,2023,1,55
CLINIC-SP,CUST-9810000,Jan,2023,2,128
CLINIC-SP,CUST-9820001,Jan,2023,5,104
CLINIC-GP,CUST-9830000,Jan,2023,1,53
CLINIC-GP,CUST-9840000,Jan,2023,2,202
CLINIC-SP,CUST-9850001,Jan,2023,3,441
CLINIC-GP,CUST-9860000,Jan,2023,0,0
CLINIC-SP,CUST-9870000,Jan,2023,3,246
CLINIC-SP,CUST-9880000,Jan,2023,0,0
CLINIC-SP,CUST-9890000,Jan,2023,0,0
OTHERS,CUST-9900000,Jan,2023,16,355
CLINIC-GP,CUST-9910000,Jan,2023,3,118
CLINIC-SP,CUST-9920000,Jan,2023,1,147
GROUP-GP,CUST-9930001,Jan,2023,3,411
CLINIC-SP,CUST-9940000,Jan,2023,9,373
CLINIC-SP,CUST-9950001,Jan,2023,0,0
CLINIC-GP,CUST-9960000,Jan,2023,0,0
CLINIC-SP,CUST-9970001,Jan,2023,3,150
CLINIC-SP,CUST-9980000,Jan,2023,0,0
CLINIC-SP,CUST-9990000,Jan,2023,6,683
GROUP-GP,CUST-10000001,Jan,2023,2,140
CLINIC-SP,CUST-10010000,Jan,2023,1,25
